,title,region,version,crc32,status,Project Lunar Version,notes,EXTRA FILES,,,,,,,,,,,,,,,,,
,Earthworm Jim,USA,,DF3ACF59,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Earthworm Jim 2,Europe,,AF235FDF,Works,1.0.7251.41832,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Earthworm Jim 2,USA,,D57F8BA7,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Ecco - The Tides of Time,Europe,,7B1BF89C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Ecco - The Tides of Time,USA,,CCB21F98,Works,1.0.7251.41832,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Ecco Jr.,"USA, Australia",,6C6F4B89,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Ecco the Dolphin,Japan,,6520304D,Works,1.0.7251.41832,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Ecco the Dolphin,"USA, Europe, Korea",,45547390,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Ecco the Dolphin II,Japan,,062D439C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,El.Viento,Japan,,6091C36E,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,El.Viento,USA,,070A1CEB,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Elemental Master,Japan,,5F553E29,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Elemental Master,USA,,390918C6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Eliminate Down,Japan,,48467542,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Elitserien 95,Sweden,,E10A25C0,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,Elitserien 96,Sweden,,9821D0A3,Doesn't Work,1.0.7251.41832,Black Screen,,,,,,,,,,,,,,,,,,
,Elitserien 96,Europe,h1C,45326727,Doesn't work,1.0.29.31333,Blackscreen,,,,,,,,,,,,,,,,,,
,Elitserien 96,Europe,f1,CA12BE86,Works,1.0.25.41117,,,,,,,,,,,,,,,,,,,
,Elitserien 96,Europe,f1+C,AC22224A,Works,1.0.29.31333,Downscaled screen,,,,,,,,,,,,,,,,,,
,Empire of Steel,Europe,,E5517B77,Has problems,1.0.7251.41832,Audio Glitches,,,,,,,,,,,,,,,,,,
,ESPN Baseball Tonight,USA,,96D8440C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,ESPN National Hockey Night,USA,,1D08828C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,ESPN Speed World,USA,,F50BE478,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,ESPN Sunday Night NFL,USA,,61E9C309,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,ESWAT - City under Siege,"USA, Europe",Rev A,E72F8A36,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Eternal Champions,Europe,,B9512F5E,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Eternal Champions,"Japan, Korea",,66AA3C64,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Eternal Champions,USA,,48F1A42E,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Europa Sensen,Japan,,B0416C60,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,European Club Soccer,Europe,,6A5CF104,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Evander Holyfield's 'Real Deal' Boxing,World,,4FEF37C8,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Ex-Mutants,"USA, Europe",,33B1979F,Doesn't Work,1.0.7251.41832,black screen on start,,,,,,,,,,,,,,,,,,
,Ex-Ranza,Japan,,349BB68D,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Exile,USA,,1B569DC2,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Exile,USA,Alt 1,8C6E2AA3,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Exile - Toki no Hazama he,Japan,,880BF311,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Exo Squad,Europe,,B599B9F9,Works,1.0.7251.41832,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Exo Squad,USA,,10EC03F3,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,F-117 Night Storm,"USA, Europe",,1BF67A07,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,F-117 Stealth - Operation - Night Storm,Japan,,EA6E421A,Works,1.0.7251.40474,Downscaled screen,,,,,,,,,,,,,,,,,,
,F-15 Strike Eagle II,Europe,,E98EE370,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F-15 Strike Eagle II,USA,,412C4D60,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F-22 Interceptor,USA,Sega Channel,BD468C42,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F-22 Interceptor - Advanced Tactical Fighter,Japan,,FB55C785,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F-22 Interceptor - Advanced Tactical Fighter,USA,"June, 1992",98FAE0E1,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F-22 Interceptor - Advanced Tactical Fighter,"USA, Europe","September, 1991",9CF552C2,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,F1,Europe,,FBDD4520,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,F1 - World Championship Edition,Europe,,74CEE0A7,Works,1.0.7251.40474,Downscaled screen,,,,,,,,,,,,,,,,,,
,F1 Circus MD,Japan,,5D30BEFB,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,"Faery Tale Adventure, The","USA, Europe",,963F4969,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Family Feud,USA,,1AA628B0,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fantasia,World,,D351B242,Doesn't Work,1.0.7251.40474,Black screen,,,,,,,,,,,,,,,,,,
,Fantasia,World,Rev A,FC43DF2D,Doesn't Work,1.0.7251.40474,Black screen,,,,,,,,,,,,,,,,,,
,Fantasia,World,Sega Channel,34E04627,Doesn't Work,1.0.7251.40474,Black screen,,,,,,,,,,,,,,,,,,
,Fantasia,USA,p1,2C3CA371,Doesn't work,1.0.29.31333,Blackscreen,,,,,,,,,,,,,,,,,,
,Fantastic Dizzy,"USA, Europe",,46447E7A,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Fastest 1,Japan,,BB43F0DE,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fatal Fury,"Europe, Korea",,2E730A91,Works,1.0.7251.40474,Downscaled screen,,,,,,,,,,,,,,,,,,
,Fatal Fury,USA,,98D49170,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fatal Fury 2,"USA, Korea",,1B1754CB,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Fatal Labyrinth,"USA, Europe",,5F0BD984,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Fatal Rewind,"USA, Europe",,E91AED05,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Fatal Rewind,Europe,,21DBB69D,Works,1.0.7251.40474,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Fatman,Japan,,7867DA3A,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Ferias Frustradas do Pica-Pau,Brazil,,7B2E416D,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Ferrari Grand Prix Challenge,USA,,F73F6BEC,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Ferrari Grand Prix Challenge,Europe,,250111DF,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fever Pitch Soccer,Europe,,FAC29677,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,FIFA 98 - Road to World Cup,Europe,,96947F57,Works,1.0.7251.40474,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,FIFA International Soccer,"USA, Europe",,BDDBB763,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,FIFA International Soccer,Japan,,B555E8B4,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,FIFA Soccer 95,"USA, Europe",,B389D036,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,FIFA Soccer 95,Korea,,012591F9,Doesn't Work,1.0.7251.40474,Black Screen,,,,,,,,,,,,,,,,,,
,FIFA Soccer 96,"USA, Europe",,BAD30FFA,Works,1.0.7251.40474,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,FIFA Soccer 97,"USA, Europe",,A33D5803,Works with Patch,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fighting Masters,"Japan, Korea",,39BE80EC,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fighting Masters,USA,,5F51983B,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Final Blow,Japan,,48AD505D,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fire Mustang,Japan,,EB7E36C3,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fire Shark,Europe,,2351CE61,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fire Shark,USA,,9C175146,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Flashback,Europe,,EDE60E88,Works,1.0.7251.40474,Downscaled screen,,,,,,,,,,,,,,,,,,
,Flashback,Japan,,B790E3B4,Works,1.0.7251.40474,Downscaled screen,,,,,,,,,,,,,,,,,,
,Flashback - The Quest for Identity,USA,,9FEFB1AB,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Flicky,"USA, Europe",,4291C8AB,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Flink,Europe,,BEF9A4F4,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,"Flintstones, The",Japan,,920A3031,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,"Flintstones, The",Europe,,21845D61,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,"Flintstones, The",USA,,7C982C59,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Foreman for Real,World,,36248F90,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Forgotten Worlds,World,,D0EE6434,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Forgotten Worlds,World,Rev A,95513985,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Formula One,USA,,CCD73738,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Frank Thomas Big Hurt Baseball,"USA, Europe",,863E0950,Doesn't Work,1.0.7251.40474,Blue stripes on boot,,,,,,,,,,,,,,,,,,
,Frank Thomas Big Hurt Baseball,"USA, Europe",f1,228871AA,Doesn't work,1.0.29.31333,Blue stripes,,,,,,,,,,,,,,,,,,
,Frank Thomas Big Hurt Baseball,"USA, Europe",f1+C,0817145C,Doesn't work,1.0.29.31333,Blue stripes,,,,,,,,,,,,,,,,,,
,Frogger,USA,,EA2E48C0,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,From TV Animation Slam Dunk - Kyougou Makkou Taiketsu!,Japan,,CDF5678F,Works,1.0.7251.40474,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Fun 'n Games,Europe,,DA4AB3CD,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fun 'n' Games,USA,,B5AE351D,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Fushigi no Umi no Nadia,Japan,,4762062A,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,FZ Senki Axis ~ Final Zone,"Japan, USA",,731FA4A1,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,G-LOC - Air Battle,World,,F2AF886E,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,G-LOC - Air Battle,World,Sega Channel,C6BC06FD,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Gadget Twins,USA,,7AE5E248,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gaiares,"Japan, USA",,5D8BF68B,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gain Ground,Japan,,8641A2AB,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gain Ground,USA,,83E7B8AE,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gain Ground,Europe,,AEE20A64,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Galaxy Force II,Japan,,CAE883C5,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Galaxy Force II,World,Rev A,D15F5C3C,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Galaxy Force II,"USA, Europe",Steam Version,E4D84E4A,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Galaxy Force II,Japan,Virtual Console,BC3646BB,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gambler Jiko Chuushinha - Katayama Masayuki no Mahjong Doujou,Japan,,05650B7A,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Game no Kanzume Otokuyou,Japan,Sega Channel,CDAD7E6B,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Garfield - Caught in the Act,"USA, Europe",,F0FF078E,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Gargoyles,USA,,2D965364,Doesn't Work,1.0.7251.41832,Black Screen after SEGA logo,,,,,,,,,,,,,,,,,,
,Gargoyles,USA,h1C,6D7942F5,Doesn't work,1.0.29.31333,Blackscreen after sega logo,,,,,,,,,,,,,,,,,,
,Gargoyles,USA,h2C,00DBCF12,Doesn't work,1.0.29.31333,Blackscreen after sega logo,,,,,,,,,,,,,,,,,,
,Gargoyles,USA,p1,EE387139,Doesn't work,1.0.29.31333,Blackscreen after sega logo,,,,,,,,,,,,,,,,,,
,Garou Densetsu - Shukumei no Tatakai,Japan,,BF3E3FA4,Works,,,,,,,,,,,,,,,,,,,,
,Garou Densetsu 2 - Aratanaru Tatakai,Japan,,2AF4427F,Works,,,,,,,,,,,,,,,,,,,,
,Garry Kitchen's Super Battletank - War in the Gulf,USA,,B0B5E3C9,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gauntlet,Japan,,F9872055,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gauntlet IV,"USA, Europe",,3BF46DCE,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Gemfire,USA,,3D36135B,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,General Chaos,"USA, Europe",,F1ECC4DF,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,General Chaos Daikonsen,Japan,,05CC7369,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Generations Lost,"USA, Europe",,131F36A6,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Genghis Khan II - Clan of the Gray Wolf,USA,,87A281AE,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,George Foreman's KO Boxing,Europe,,BD556381,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,George Foreman's KO Boxing,USA,,E1FDC787,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Ghostbusters,World,,00419DA3,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Ghostbusters,World,Rev A,792DF93B,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Global Gladiators,Europe,,5C218C6A,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Go Net,Japan,,DB30F773,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gods,Europe,,6C415016,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gods,Japan,,E4F50206,Works,1.0.7251.41832,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Gods,USA,,FD234CCD,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Golden Axe,World,,E8182B90,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Golden Axe,World,Rev A,665D7DF9,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Golden Axe,World,Rev B (Sega Smash Pack),31227079,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Golden Axe II,World,,725E0A18,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Golden Axe III,Japan,,C7862EA3,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Golden Axe III,Europe,Virtual Console,1D90DC83,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Goofy's Hysterical History Tour,USA,,4E1CC833,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gouketsuji Ichizoku,Japan,,ABE9C415,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Granada,"Japan, USA",,7F45719B,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Granada,"Japan, USA",Rev A,E89D1E66,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,GrandSlam - The Tennis Tournament,Europe,,8C2670DE,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,GrandSlam - The Tennis Tournament '92,Japan,,30CF37D0,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Great Circus Mystery - Mickey to Minnie Magical Adventure 2,Japan,,5AA0F3A0,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,"Great Circus Mystery Starring Mickey & Minnie, The",USA,,14744883,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,"Great Waldo Search, The",USA,,8C5C93B8,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Greatest Heavyweights,Japan,,7EF8B162,Works,1.0.7251.41832,Doesn't work with 6 button controllers (even with hack),,,,,,,,,,,,,,,,,,
,Greatest Heavyweights,USA,,6E3621D5,Works,1.0.7251.41832,Doesn't work with 6 button controllers (even with hack),,,,,,,,,,,,,,,,,,
,Greatest Heavyweights,Europe,,9778C181,Works,1.0.7251.41832,Doesn't work with 6 button controllers (even with hack),,,,,,,,,,,,,,,,,,
,Greendog - The Beached Surfer Dude!,"USA, Europe",,C4820A03,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Grind Stormer,USA,,7E6BEF15,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Growl,USA,,F60EF143,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gunship,Europe,,DA1440C9,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gunstar Heroes,Europe,,866ED9D0,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gunstar Heroes,Japan,,1CFD0383,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gunstar Heroes,USA,,B813CF0D,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gynoug,Europe,,03405102,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Gynoug,Japan,,1B69241F,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Hard Drivin',World,,3225BAAF,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,HardBall '94,"USA, Europe",,EA9C4878,works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,HardBall '95,USA,,ED10BC9E,Doesn't Work,,Rom comes up with SRAM failure error,,,,,,,,,,,,,,,,,,
,HardBall '95,USA,f1,B2A5C3CA,Has problems,1.0.29.31333,No audio and some graphical glitches,,,,,,,,,,,,,,,,,,
,HardBall '95,USA,o1,75997DF4,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,HardBall '95,USA,h1C,5BA25382,Works,1.0.29.31333,,,,,,,,,,,,,,,,,,,
,HardBall III,USA,f1,CECD38C1,Doesn't work,1.0.29.31333,Blackscreen,,,,,,,,,,,,,,,,,,
,HardBall III,USA,h1C,AE837987,Doesn't work,1.0.29.31333,Blackscreen,,,,,,,,,,,,,,,,,,
,HardBall III,USA,hI+C,0E78C954,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,HardBall III,USA,hI,92B77A34,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Haunting Starring Polterguy,"USA, Europe",,C9FC876D,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Havoc,Europe,,76E6D20D,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Head-On Soccer,USA,,DCFFA327,Works,,,,,,,,,,,,,,,,,,,,
,Heavy Nova,USA,,F6B6A9D8,Works,,,,,,,,,,,,,,,,,,,,
,Heavy Unit,Japan,h1C,ACFC8638,Doesn't work,1.0.29.31333,Blackscreen,,,,,,,,,,,,,,,,,,
,Heavy Unit,Japan,h2C,DEAC27CC,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Heavy Unit,Japan,p1,3D1D196B,Doesn't work,1.0.29.31333,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Heavy Unit,Japan,h3C,1A644217,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Heavy Unit,Japan,p2,FBFDF47A,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Heavy Unit - Mega Drive Special,Japan,,1ACBE608,Doesn't Work,,Black Screen,,,,,,,,,,,,,,,,,,
,Hellfire,Europe,,CF30ACEC,Has Problems,1.0.7251.41832,No audio,,,,,,,,,,,,,,,,,,
,Hellfire,Japan,,8E5E13BA,Has Problems,1.0.7251.41832,No audio,,,,,,,,,,,,,,,,,,
,Hellfire,USA,,184018F9,Has Problems,1.0.7251.41832,No audio,,,,,,,,,,,,,,,,,,
,Herzog Zwei,Japan,,4CF676B3,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Herzog Zwei,"USA, Europe",,A605B65B,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,High Seas Havoc,USA,,17BE551C,Works,,,,,,,,,,,,,,,,,,,,
,Hit the Ice - VHL - The Official Video Hockey League,USA,,85B23606,Works,,,,,,,,,,,,,,,,,,,,
,Hokuto no Ken - Shin Seikimatsu Kyuuseishu Densetsu,Japan,,1B6585E7,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Home Alone,"USA, Europe",,AA0D4387,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Home Alone 2 - Lost in New York,USA,,CBF87C14,Works,,,,,,,,,,,,,,,,,,,,
,Home Alone 2 - Lost in New York,USA,Sega Channel,C2F37AE2,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Honoo no Toukyuuji - Dodge Danpei,Japan,,630F07C6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Hook,USA,,2C48E712,Works,,,,,,,,,,,,,,,,,,,,
,Hook,Europe,,A154433A,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,"Humans, The",USA,,A0CF4366,Works,,,,,,,,,,,,,,,,,,,,
,Hurricanes,Europe,,DECCC874,Works,,,,,,,,,,,,,,,,,,,,
,"Hybrid Front, The",Japan,,A1F1CFE7,Works,,,,,,,,,,,,,,,,,,,,
,Hyokkori Hyoutan-jima - Daitouryou wo Mezase!,Japan,,72253BDB,Unplayable,1.0.7251.41832,"Start Button unresponsive at ""Press Start"" on title screen",,,,,,,,,,,,,,,,,,
,Hyokkori Hyoutanjima,Japan,h1C,1B6DA83F,Has problems,1.0.29.31333,no button inputs,,,,,,,,,,,,,,,,,,
,Hyper Dunk,Europe,,F27C576A,Works,,,,,,,,,,,,,,,,,,,,
,Hyper Dunk - The Playoff Edition,Japan,,5BAF53D7,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,Hyper Marbles,Japan,SegaNet,83BB2799,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,I Love Mickey and Donald - Fushigi na Magic Box,Japan,,CB9EE238,Works,1.0.7251.41832,Downscaled screen,,,,,,,,,,,,,,,,,,
,I Love Mickey Mouse - Fushigi no Oshiro Daibouken,Japan,,CE8333C6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Ikasuze! Koi no Doki Doki Penguin Land MD,Japan,SegaNet,0053BFD6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,IMG International Tour Tennis,"USA, Europe",,E04FFC2B,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Immortal, The","USA, Europe",,F653C508,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Incredible Crash Dummies, The","USA, Europe",,1F6E574A,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Incredible Hulk, The","USA, Europe",,84A5A2DC,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Indiana Jones and the Last Crusade,Europe,,EB8F4374,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Indiana Jones and the Last Crusade,USA,,3599A3FD,Works,,,,,,,,,,,,,,,,,,,,
,Insector X,"Japan, Korea",,9625C434,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Insector X,USA,,70626304,Works,,,,,,,,,,,,,,,,,,,,
,Instruments of Chaos Starring Young Indiana Jones,USA,,4E384EF0,Works,,,,,,,,,,,,,,,,,,,,
,International Rugby,Europe,,D97D1699,Works,,,,,,,,,,,,,,,,,,,,
,International Sensible Soccer,Europe,,04E3BCCA,Works,,,,,,,,,,,,,,,,,,,,
,International Superstar Soccer Deluxe,Europe,,9BB3B180,Works,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Izzy's Quest for the Olympic Rings,"USA, Europe",,77B416E4,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,J. League Champion Soccer,Japan,,453C405E,works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,J. League Pro Striker,Japan,,EC229156,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,J. League Pro Striker,Japan,Rev A,2D5B7A11,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,J. League Pro Striker 2,Japan,,9FE71002,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,J. League Pro Striker Perfect,Japan,,0ABED379,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jack Nicklaus' Power Challenge Golf,"USA, Europe",,5545E909,Works,1.0.7251.17961,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,James 'Buster' Douglas Knockout Boxing,"USA, Europe",,87BBCF2A,Has problems,1.0.7251.17961,Force USA (NTSC) | No Audio,,,,,,,,,,,,,,,,,,
